0.02647018,-0.1152604,-0.1076744,True
0.03287125,-0.08923745,-0.09411573,True
0.04228878,-0.02933788,-0.08811736,True
0.05358601,-0.04292488,-0.08470809,True
0.06458473,-0.05855799,-0.2128335,True
0.07575703,-0.0351932,-0.1837788,True
0.2868643,0.1614075,-0.2725595,True
0.2978945,0.1755189,-0.2098044,True
0.3088846,0.09224963,-0.2895814,True
0.3205204,0.2433388,-0.2957942,True
0.3315592,0.2433388,-0.2957944,True
0.3429346,0.2433388,-0.2957942,True
0.353755,0.3261789,-0.2750554,True
0.3647709,0.243345,-0.2143385,True
0.3756618,0.184373,-0.2587544,True
0.3868275,0.1456438,-0.2815922,True
0.3980551,0.1201072,-0.2904702,True
0.4092436,0.1801444,-0.2944936,True
0.4205227,0.2897505,-0.2708682,True
0.4318676,0.417868,-0.3587129,False
0.4429913,0.4283134,-0.336411,False
0.4543056,0.4080101,-0.5970007,False
0.4654493,0.3920474,-0.654752,False
0.4769077,0.2739706,-0.4901165,False
0.4880037,0.2450086,-0.5968548,False
0.4993715,0.3587291,-0.5587294,False
0.5106564,0.470965,-0.6722945,False
0.5219545,0.3774419,-0.6932049,False
0.5328379,0.3907238,-0.6601415,False
0.5439634,0.3027058,-0.6461515,False
0.555151,0.3418919,-0.4303448,False
0.5661163,0.2025036,0.001353502,True
0.5771723,0.07374406,-0.1489449,True
0.5884047,0.04662943,-0.1268044,True
0.5995455,0.02907276,-0.1980889,True
0.6110334,0.05236721,-0.1348679,True
0.6216822,0.05236721,-0.134867,True
0.6334419,0.07722616,-0.1332495,True
0.644166,0.07722569,-0.1332476,True
0.6558399,0.1455919,-0.07622862,True
0.666419,0.1872507,0.04967499,True
0.6783504,0.2411885,0.05229664,True
0.6886234,0.1926813,0.0009372234,True
0.6998787,0.09616673,0.007045746,True
0.7111483,0.567583,0.2879155,False
0.7220173,1.087512,0.3889365,False
0.7331562,1.541207,0.4903333,False
0.7443523,2.63743,0.9105504,False
0.7553234,3.098466,0.9879274,False
0.766386,3.448615,0.940398,False
0.7775078,3.488966,1.015578,False
0.7889185,3.483188,0.9307008,False
0.7997408,3.495576,0.8879941,False
0.8109474,3.549234,0.8426707,False
0.8222523,3.356909,0.9834833,False
0.8329754,3.387742,0.8826811,False
0.8440723,3.577307,1.028165,False
0.8551683,3.436459,0.9729178,False
0.8660259,3.169284,0.8327651,False
0.8770628,3.591167,1.047225,False
0.8881426,3.459308,1.044093,False
0.8993988,3.473584,1.107956,False
0.9109545,3.457176,1.199139,False
0.9214764,3.377827,1.129322,False
0.9329147,3.38536,1.079995,False
0.9442072,3.351007,0.8975556,False
0.9547844,3.247764,1.087825,False
0.9660368,3.078641,1.111634,False
